id,onboarding_date,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,split
683c2e0b-8204-46d8-bdbe-29191ae2b584,2023-01-08,26,95000,RENT,7.0,HOMEIMPROVEMENT,C,31050,14.17,1,0.33,Y,3,train
b48d4c4c-745f-42ea-aee9-9b5f68b21428,2023-03-08,25,306000,RENT,2.0,DEBTCONSOLIDATION,C,24250,13.85,0,0.08,N,3,test
1323e895-d00f-4cd8-9777-41b6eb68c10c,2023-03-08,26,300000,MORTGAGE,10.0,MEDICAL,C,7800,13.49,0,0.03,N,4,test
634c7804-7440-492e-b160-b12020b6b0c2,2023-03-10,21,12000,OWN,5.0,EDUCATION,A,2500,7.51,1,0.21,N,4,test
2be006fd-65dc-40e5-b606-9dc6498cbb94,2023-01-08,22,48000,RENT,1.0,EDUCATION,E,30000,18.39,1,0.63,N,2,train
e2035ccc-1f49-45ca-b14d-a033a4ab16cf,2023-01-08,24,64000,RENT,8.0,DEBTCONSOLIDATION,D,30000,14.54,1,0.47,Y,3,train
044ca7c5-2c74-497f-95f2-fad13bab2fb5,2023-01-08,25,75000,RENT,4.0,HOMEIMPROVEMENT,D,30000,16.89,1,0.4,Y,4,train
45d3e391-fb54-4760-90fe-1c736488be1b,2023-01-09,23,71500,RENT,3.0,DEBTCONSOLIDATION,D,30000,,1,0.42,N,4,train
b9c72296-5c52-4988-b3cc-ea18301515c2,2023-01-09,26,62050,RENT,6.0,MEDICAL,E,30000,17.99,1,0.41,N,2,train
02447d1e-d0f3-4681-814b-58c87623203f,2023-01-09,24,12000,OWN,4.0,VENTURE,B,2500,12.69,1,0.21,N,3,train
564d16ec-9605-4e9c-a858-d1fc95aa30e6,2023-01-09,26,300000,MORTGAGE,10.0,VENTURE,A,20000,7.88,0,0.07,N,4,train
524e2498-a40f-42be-b0fc-5d3a6cfa9ef1,2023-03-11,23,300000,OWN,1.0,EDUCATION,F,24250,19.41,0,0.08,Y,2,test
6a529ebc-4254-434e-8ca0-16c7fb8547ca,2023-01-09,26,300000,OWN,9.0,HOMEIMPROVEMENT,B,10000,10.38,0,0.03,N,4,train
e14efd85-4e46-4746-b8fe-99fb8aa0f849,2023-01-09,26,300000,MORTGAGE,0.0,EDUCATION,D,25000,15.33,0,0.08,N,3,train
c7673571-9084-43d0-ad60-ecee4e62e62a,2023-01-09,25,300000,MORTGAGE,9.0,HOMEIMPROVEMENT,E,18000,16.45,0,0.06,N,3,train
e259333b-3e37-4f8f-a082-29dbc0cbb1e3,2023-01-10,26,80690,RENT,8.0,PERSONAL,A,30000,7.49,1,0.37,N,3,train
f766d895-64a9-4613-b45a-0eeb7941e61a,2023-01-10,22,66300,RENT,4.0,MEDICAL,B,30000,12.69,1,0.38,N,3,train
00a0baee-bf38-451e-bd4d-49d1babf5b6b,2023-01-10,26,89028,RENT,0.0,DEBTCONSOLIDATION,A,30000,6.62,1,0.34,N,3,train
e8e99631-8d66-4762-a9ee-ae6034a894c1,2023-03-12,24,78000,RENT,4.0,DEBTCONSOLIDATION,D,30000,,1,0.38,Y,4,test
ef732e83-b2c3-41fd-a644-9f533654b002,2023-01-10,23,78000,RENT,7.0,DEBTCONSOLIDATION,F,30000,18.62,1,0.38,Y,3,train
b723a37e-9ade-4a4a-9d03-81980c96c7ca,2023-03-12,23,92004,RENT,6.0,PERSONAL,C,30000,15.23,1,0.33,Y,3,test
e4573940-cede-49cb-bb15-0c520be7bd0c,2023-03-12,23,97000,RENT,7.0,VENTURE,B,30000,10.65,1,0.31,N,2,test
f2eb0e92-bb83-4e8d-8c95-8a244a21f7f0,2023-01-10,25,120000,RENT,9.0,EDUCATION,A,30000,7.9,0,0.25,N,4,train
95c5b6ef-2742-4165-927d-9dab14d349f0,2023-03-12,26,280000,RENT,4.0,PERSONAL,C,10000,15.96,0,0.04,Y,3,test
78108612-35d8-4d5d-be83-cb188096b77d,2023-01-10,26,277104,RENT,0.0,VENTURE,B,20000,11.48,0,0.07,N,3,train
430660b9-b72a-4f45-bc1a-d315c3f3622e,2023-01-10,23,277000,OWN,3.0,PERSONAL,A,35000,,0,0.13,N,4,train
8ef3144c-d376-45c9-9f1d-6274a405fff0,2023-01-10,25,128000,RENT,9.0,PERSONAL,A,30000,7.29,0,0.23,N,4,train
ce5c2188-4a3a-42c2-a95b-49766975b4e1,2023-01-10,24,12000,OWN,2.0,VENTURE,E,1750,,0,0.15,Y,3,train
7bce5fff-8ae2-4a58-a3a3-e88439033ed9,2023-01-10,21,131000,RENT,0.0,VENTURE,A,30000,5.99,0,0.23,N,4,train
78d7a58c-8e5e-47ab-9bcc-457e75877a04,2023-01-10,22,275000,OWN,6.0,VENTURE,B,12000,11.58,0,0.04,N,2,train
b1ea0f92-876e-4c5a-9460-f70bac7d80a0,2023-03-13,26,263000,MORTGAGE,0.0,EDUCATION,B,10000,,1,0.04,N,4,test
0a3c7153-4f78-4168-942f-9df6845f0a21,2023-01-11,25,221850,MORTGAGE,9.0,MEDICAL,D,25000,15.7,1,0.1,N,2,train
77127f0f-9f92-4f31-95c2-613105c83ad6,2023-01-11,22,70000,RENT,6.0,EDUCATION,D,29100,15.99,1,0.42,N,3,train
5b33e444-8646-4020-babe-b160e7008e65,2023-01-11,22,12000,MORTGAGE,7.0,EDUCATION,D,1500,14.84,0,0.13,Y,3,train
2b875403-7e2c-4505-b41e-cdf63e20cb75,2023-01-11,26,260000,OWN,10.0,HOMEIMPROVEMENT,B,28000,10.99,0,0.11,N,3,train
5e421e47-84c5-478f-9ec2-799f777f4061,2023-03-13,25,259000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,20000,14.42,0,0.08,Y,2,test
76697972-3d87-411e-a6f4-ea05aa8db209,2023-01-11,24,255000,MORTGAGE,9.0,EDUCATION,A,9600,6.99,0,0.04,N,2,train
3259f92a-f995-494f-a145-c951dc4e13cb,2023-03-13,25,250000,RENT,2.0,MEDICAL,C,25000,13.49,0,0.1,N,4,test
78a19ec2-f3dd-468a-b446-bb2324f7315d,2023-01-11,25,12000,OWN,0.0,MEDICAL,C,3000,,1,0.25,N,3,train
0f695524-c9c4-4baf-b372-406a1e8e154a,2023-01-11,22,56950,RENT,6.0,MEDICAL,A,28000,,1,0.49,N,2,train
cd59c31b-7505-4b29-a17a-b5386175e850,2023-01-11,21,12000,OWN,6.0,EDUCATION,C,3000,13.61,1,0.25,Y,3,train
741d7aff-0648-4ecd-8589-64d8d4b64d96,2023-03-14,23,65000,RENT,2.0,EDUCATION,A,28000,7.9,1,0.43,N,2,test
5d715222-e39c-4901-9b07-b89e9c4db2d8,2023-01-11,26,85000,RENT,2.0,VENTURE,A,28000,7.49,1,0.33,N,3,train
f3b32f65-4ffc-4eed-a880-48d583e979ee,2023-01-11,26,12000,OWN,2.0,EDUCATION,A,6100,7.51,1,0.51,N,3,train
bc83ec4c-fb43-42f3-a067-a30e89919cca,2023-01-11,22,88000,RENT,6.0,VENTURE,B,28000,9.91,1,0.32,N,3,train
66a0604c-221b-4aa6-8c4e-c3fdc5a46498,2023-01-11,21,12000,OWN,0.0,PERSONAL,C,4200,13.48,1,0.35,Y,4,train
6a4849a2-335e-412e-ac52-d4c8659e4484,2023-01-11,22,12000,OWN,6.0,DEBTCONSOLIDATION,A,4750,7.14,1,0.4,N,2,train
d6697438-08e5-4fcf-96ea-8146d69207be,2023-01-11,24,83004,RENT,0.0,VENTURE,D,28000,15.99,1,0.34,Y,4,train
c9c2d6ef-c610-433d-9457-976b2ec5a108,2023-03-14,24,250000,RENT,2.0,EDUCATION,C,18000,12.98,0,0.07,Y,3,test
b9ce748d-0944-4254-b2f6-7c0c911ce7bf,2023-01-11,144,250000,RENT,4.0,VENTURE,C,4800,13.57,0,0.02,N,3,train
65abbef2-2c0e-4381-ac13-94f9546e630b,2023-01-12,25,100000,RENT,5.0,DEBTCONSOLIDATION,B,28000,12.69,0,0.28,N,3,train
c32dda79-ee23-4234-87f0-fffb892d5df4,2023-01-12,26,110000,RENT,10.0,EDUCATION,A,28000,8.9,0,0.25,N,2,train
14a5ee1d-36e0-4358-9a49-035e56fd0eda,2023-01-12,26,12000,OWN,0.0,DEBTCONSOLIDATION,A,2700,,1,0.23,N,4,train
4bd9167e-9e46-426e-ac10-c784a5a08f7d,2023-01-12,22,108000,RENT,6.0,EDUCATION,B,28000,,1,0.26,N,4,train
814a4b2a-2d5c-4015-a883-bbeb52b19838,2023-01-12,23,151200,RENT,7.0,DEBTCONSOLIDATION,B,28000,11.11,0,0.19,N,2,train
95ad5f89-58e3-4af3-9f5f-687da9ce703e,2023-01-12,24,69000,RENT,2.0,HOMEIMPROVEMENT,A,27600,,1,0.4,N,2,train
277c4624-f2dd-4e1f-b1d3-708eec6eb8c8,2023-03-14,21,12000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,3250,15.68,1,0.27,Y,3,test
aea57301-633c-4974-a9a6-1167cb7f80f0,2023-01-12,22,70000,RENT,4.0,EDUCATION,C,27500,13.06,1,0.39,Y,3,train
c638d86f-ce19-4e13-8156-7a9b3af0dd01,2023-01-12,22,240000,OWN,6.0,PERSONAL,B,25000,,0,0.1,N,2,train
8027fce5-36a8-4a93-8c51-9c0dd4d6964f,2023-01-12,26,73200,RENT,5.0,VENTURE,D,27050,15.62,1,0.37,Y,2,train
40e3d3aa-c137-46df-99fc-d895897c8ce9,2023-01-12,24,83000,RENT,5.0,PERSONAL,C,27000,13.49,1,0.33,Y,2,train
f9e9225a-cc01-43b5-afe6-7ab851deaa55,2023-01-12,24,73399,RENT,0.0,VENTURE,D,27000,,1,0.37,N,3,train
1cbfda47-3ca7-4184-9590-a7563a87e197,2023-01-12,23,62500,RENT,7.0,MEDICAL,B,26000,11.71,1,0.42,N,2,train
ba8e89f8-09c1-4af9-a576-67b57df80340,2023-01-12,23,120000,RENT,1.0,EDUCATION,B,25600,12.69,0,0.21,N,3,train
9ccc5638-d478-4a29-bff3-434b5ee24feb,2023-01-12,24,12360,OWN,2.0,MEDICAL,C,1600,13.57,0,0.13,N,3,train
c6b02cb0-6307-428d-8e14-477f56b97800,2023-01-12,22,60000,RENT,0.0,VENTURE,B,25475,10.99,1,0.42,N,3,train
dc45a36d-d4a6-4faf-bc9e-c2b82329468e,2023-01-12,25,234000,MORTGAGE,3.0,MEDICAL,C,20000,14.27,0,0.09,Y,4,train
531892aa-3407-4979-a6d3-ece7e33f56af,2023-01-13,24,234000,OWN,8.0,HOMEIMPROVEMENT,B,20000,8.88,0,0.09,N,4,train
e0cd8e11-90ec-4684-8ba9-69a2817894ee,2023-01-13,26,234000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,21600,12.18,0,0.09,N,3,train
1b0abd5b-944d-4879-a18e-e3970ed953b2,2023-01-13,25,221004,MORTGAGE,6.0,DEBTCONSOLIDATION,D,11900,14.42,1,0.05,Y,3,train
ee74ec62-bdaa-4146-b9f5-943b6751415b,2023-01-13,26,232500,MORTGAGE,0.0,MEDICAL,C,25000,14.17,0,0.11,Y,2,train
c445dfdb-6f99-4578-924c-1e5a1a46e33b,2023-01-13,25,230000,MORTGAGE,5.0,MEDICAL,C,35000,13.99,0,0.15,N,4,train
1055895b-46de-4d4a-b57c-0a611332570f,2023-03-15,23,83000,RENT,7.0,EDUCATION,B,25300,10.99,1,0.3,N,3,test
167f2d0c-a129-4956-a4c3-4380e23e2eb7,2023-01-13,22,12600,MORTGAGE,,PERSONAL,A,2000,5.42,1,0.16,N,4,train
c5d6a53b-16d0-4a62-bc03-426d89fd6653,2023-01-13,25,12600,OWN,3.0,PERSONAL,C,1750,13.61,0,0.14,N,3,train
1ea024ce-8cee-4f8e-a576-25491dbfaac5,2023-01-13,21,42500,RENT,3.0,EDUCATION,C,25000,12.73,1,0.59,Y,3,train
d9f479b6-1ab5-4265-8eef-11ea5c9dae7c,2023-01-13,24,41000,RENT,2.0,HOMEIMPROVEMENT,D,25000,,1,0.61,N,3,train
4b709765-0bcc-4a7e-831b-661f82df4560,2023-01-13,25,12816,OWN,0.0,DEBTCONSOLIDATION,C,3000,12.87,1,0.23,Y,4,train
9fd6f4a5-55ef-4656-8216-ba08068edd8b,2023-01-13,24,12960,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3650,9.91,1,0.28,N,3,train
a5e4a95b-6b4f-4606-b1c0-2722d3ac5852,2023-01-13,26,226000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,20000,11.49,0,0.09,N,4,train
5c7acf34-96d2-49d2-98b6-1fecab833b1a,2023-03-15,25,225000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,30000,19.91,0,0.13,Y,2,test
e164455a-89cd-41a5-a110-3030a9bf31eb,2023-03-15,26,213000,MORTGAGE,6.0,EDUCATION,B,35000,10.65,1,0.16,N,2,test
6f9747ce-1ecb-4c6b-9080-93a143a1bdb6,2023-01-13,24,225000,RENT,0.0,MEDICAL,B,6000,,0,0.03,N,4,train
697cddc1-f2ad-43da-ad93-d954382dd561,2023-03-15,24,12960,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4500,11.83,1,0.35,N,4,test
98d9b2b3-42df-475c-a975-b19a343ad77c,2023-03-15,23,12996,OWN,0.0,DEBTCONSOLIDATION,C,2400,13.49,1,0.18,Y,2,test
22394a15-73cd-4f3e-b812-9d8005cac792,2023-01-13,22,42000,RENT,6.0,MEDICAL,D,25000,14.59,1,0.6,Y,2,train
8c2724c2-77bb-4dd7-b685-4543d09e0494,2023-03-16,26,48000,RENT,2.0,EDUCATION,B,25000,9.64,1,0.52,N,4,test
9953feb6-36e2-4ac4-b4c1-46244bd2b2a3,2023-01-14,25,12996,OWN,1.0,MEDICAL,D,3600,14.59,1,0.28,N,3,train
ffe3f233-278a-42b9-9bf6-72bb71bb17d2,2023-03-18,22,12996,OWN,1.0,EDUCATION,B,4750,,1,0.37,N,3,test
e01cb657-213f-4f17-9eab-e5d65f6784b3,2023-03-18,25,42360,RENT,1.0,EDUCATION,E,25000,16.35,1,0.59,Y,3,test
4bbcca50-8523-464c-8a6b-3b0dde5f90c2,2023-01-14,21,49000,RENT,4.0,EDUCATION,B,25000,10.99,1,0.51,N,2,train
f24fce13-f378-4ed9-ab96-398fa4606d85,2023-01-14,25,225000,MORTGAGE,0.0,VENTURE,F,25000,18.67,0,0.11,N,2,train
506adae7-4cba-4a50-b7bc-f918503a5edc,2023-01-14,26,225000,RENT,1.0,EDUCATION,A,3000,9.32,0,0.01,N,4,train
77c018cb-3790-4283-9f03-6a144b0892fd,2023-01-14,23,225000,RENT,8.0,DEBTCONSOLIDATION,A,7500,8.63,0,0.03,N,2,train
c594e7b6-fa34-4115-ad15-e8b1c4b05cc7,2023-03-18,26,225000,MORTGAGE,2.0,VENTURE,B,25000,10.08,0,0.11,N,2,test
1afaea44-4de9-46f3-8ac9-7b9b8fcf8643,2023-03-18,22,49464,RENT,5.0,PERSONAL,B,25000,11.83,1,0.51,N,3,test
868a20ae-e1ad-430c-b1d2-69564ba7748d,2023-01-14,23,50000,RENT,1.0,DEBTCONSOLIDATION,A,25000,7.9,1,0.5,N,3,train
ebba02de-4e49-4ddf-97a5-b610539c157d,2023-01-14,25,50000,RENT,4.0,HOMEIMPROVEMENT,A,25000,5.99,1,0.5,N,2,train
4dc4e83d-2625-4d69-9d1f-0b090a16257f,2023-01-14,24,44000,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.33,1,0.57,N,2,train
cfa36453-7903-45e1-abc0-98edf95612df,2023-01-14,23,50000,RENT,1.0,VENTURE,B,25000,11.83,1,0.5,N,4,train
235e86c3-27fd-4bd0-b558-2e97ddc7590d,2023-01-14,22,50004,RENT,0.0,VENTURE,B,25000,10.36,1,0.5,N,2,train
d6aa20e5-c5f9-415e-89e5-f1c83dbaba66,2023-01-14,22,50004,RENT,3.0,VENTURE,C,25000,12.23,1,0.5,N,3,train
d3e4a371-29ed-48f8-8fee-d54116c318bf,2023-03-18,22,52000,RENT,2.0,EDUCATION,B,25000,11.11,1,0.48,N,4,test
1405b20a-a5cf-455c-bfa4-f469b7bc06d8,2023-01-14,23,13200,OWN,3.0,DEBTCONSOLIDATION,A,4950,7.9,1,0.38,N,4,train
40058a61-c5dc-4233-acd2-a5c7e25f74e1,2023-01-14,24,220000,MORTGAGE,1.0,EDUCATION,B,25000,11.58,0,0.11,N,2,train
dfe7946e-167f-43b4-b41c-0b1528e0ed7b,2023-01-14,23,216000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,21000,8.9,0,0.1,N,3,train
247de9e4-c0fb-41c2-a833-1b3b7e448d2a,2023-01-14,25,216000,MORTGAGE,2.0,EDUCATION,D,25000,16.07,0,0.12,N,3,train
5575e2de-58ed-41b4-9aab-770200c6ee81,2023-03-18,26,216000,MORTGAGE,10.0,EDUCATION,C,20000,14.22,0,0.09,Y,2,test
0a8b2323-05b0-4ecc-b791-2d969b6039cd,2023-03-18,23,215000,MORTGAGE,7.0,MEDICAL,C,35000,14.79,0,0.16,Y,3,test
5643bec7-6a04-4545-bc73-d61712bb814d,2023-01-14,26,215000,MORTGAGE,11.0,EDUCATION,A,12000,7.88,0,0.06,N,2,train
42e2c329-5204-40e8-acf7-ecdbc7ab03e5,2023-01-14,23,52000,RENT,1.0,PERSONAL,C,25000,13.22,1,0.48,N,2,train
8f02a388-0180-456a-8991-fcae19e9d23d,2023-01-15,26,46000,RENT,2.0,DEBTCONSOLIDATION,D,25000,11.86,1,0.54,N,4,train
9197a895-586b-4113-b976-5bae893e61c4,2023-01-15,22,53000,RENT,5.0,EDUCATION,C,25000,13.43,1,0.47,Y,4,train
3d954ac1-b331-42bf-92c3-0ab23ea7183f,2023-01-15,26,47000,RENT,0.0,HOMEIMPROVEMENT,D,25000,15.28,1,0.53,Y,2,train
7a8e0bed-6bae-41de-b748-9eb5de41830a,2023-01-15,23,47000,RENT,1.0,VENTURE,E,25000,17.93,1,0.53,N,2,train
335b0ed7-470e-4898-ab21-1d0f09790b88,2023-01-15,23,13200,MORTGAGE,2.0,EDUCATION,B,1400,9.25,0,0.11,N,4,train
96cbd1a1-87c4-4094-807d-64792fa17ad3,2023-01-15,21,13200,OWN,0.0,VENTURE,C,4500,12.98,1,0.34,N,4,train
91a9047b-3730-4425-a70b-4d33ab1b2129,2023-01-15,22,210000,MORTGAGE,6.0,VENTURE,B,16000,10.62,0,0.08,N,4,train
396db983-5619-4ea5-bda3-ac1fc1fc51e1,2023-03-19,26,210000,OWN,10.0,PERSONAL,B,22000,11.83,0,0.1,N,4,test
5db0faa0-7174-4576-97ab-a74230066325,2023-01-15,26,48000,RENT,5.0,VENTURE,F,25000,18.43,1,0.52,N,2,train
5d5a1b09-07dc-4301-bcb6-424124069f77,2023-01-15,22,54996,RENT,6.0,EDUCATION,B,25000,,1,0.45,N,4,train
44e9e7db-889b-4ed3-a7c5-35db1be69ce4,2023-01-15,24,55000,RENT,4.0,HOMEIMPROVEMENT,D,25000,,1,0.45,Y,4,train
7eda4074-a9f0-4486-9e59-87070a98117a,2023-03-19,23,55000,RENT,4.0,EDUCATION,B,25000,11.36,1,0.45,N,3,test
fb4581c7-e61a-46c0-98e9-96dd2053024d,2023-01-15,23,55000,RENT,4.0,EDUCATION,D,25000,15.65,1,0.45,Y,3,train
46c9228c-35c8-4e8b-8fbe-ebf1b7a77de3,2023-01-15,24,55164,RENT,8.0,PERSONAL,C,25000,13.22,1,0.45,Y,4,train
21644550-8efb-4c26-a57b-fec9cf70e955,2023-01-15,26,56000,RENT,4.0,DEBTCONSOLIDATION,C,25000,12.87,1,0.45,N,2,train
e41aceba-291d-43e6-a085-b0e96302dd97,2023-01-15,24,203500,OWN,8.0,MEDICAL,C,20000,13.04,0,0.1,N,3,train
742c0b58-ca4e-44b0-b1cc-4fc326703242,2023-01-15,23,190000,MORTGAGE,5.0,EDUCATION,F,22000,17.58,1,0.12,Y,3,train
57178249-a905-42ee-adc0-a114b0ecf6b2,2023-01-15,23,13920,OWN,2.0,PERSONAL,E,7750,17.04,1,0.56,N,4,train
66221860-47e8-4f57-a1b7-af44ac195192,2023-01-15,24,60000,RENT,0.0,PERSONAL,B,25000,10.99,1,0.42,N,3,train
8af56cc6-fb60-4dd4-afd3-8074996c9954,2023-01-16,24,60000,RENT,2.0,PERSONAL,B,25000,11.11,1,0.42,N,3,train
54e4d1e8-f386-451f-9cd2-eaaeba3d5b87,2023-01-16,26,54000,RENT,7.0,DEBTCONSOLIDATION,D,25000,14.83,1,0.46,Y,2,train
a45401b0-0b20-4586-ac2a-76521cc5ee1e,2023-01-16,23,14000,OWN,2.0,DEBTCONSOLIDATION,D,4000,,1,0.29,N,3,train
5334177e-79bf-4757-9a91-1973af68a337,2023-03-19,24,200000,RENT,8.0,MEDICAL,B,12000,12.69,0,0.06,N,2,test
96550547-d069-493c-a2eb-b7f5446953d4,2023-01-16,24,200000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.06,N,2,train
2cf3ba4a-939f-49d8-9519-a401aba9b4e5,2023-01-16,21,200000,MORTGAGE,5.0,EDUCATION,C,16000,14.65,0,0.08,N,4,train
ed9f986d-810e-42bb-9f97-2247dcc3e132,2023-01-16,25,54000,RENT,3.0,HOMEIMPROVEMENT,E,25000,16.82,1,0.46,N,4,train
4a134872-62d9-49e3-8d77-760a0d2ba3e6,2023-01-16,23,60000,RENT,3.0,PERSONAL,C,25000,12.73,1,0.42,N,3,train
a2ff2289-85b9-4d3c-906a-9c4ab86dcb0a,2023-01-16,23,60000,RENT,7.0,PERSONAL,B,25000,10.25,1,0.42,N,4,train
6758436b-46d1-4f08-a627-3b75d9bc3426,2023-01-16,21,60000,RENT,6.0,EDUCATION,B,25000,10.99,1,0.42,N,4,train
613bad25-258e-43d7-98f0-f8e0f8d69bff,2023-01-16,25,61959,RENT,9.0,MEDICAL,C,25000,12.73,1,0.4,N,2,train
1b139e0b-233d-4732-a5ee-9f5e180528c0,2023-01-17,22,56400,RENT,2.0,HOMEIMPROVEMENT,D,25000,14.96,1,0.44,Y,3,train
9a137970-fde9-4caf-8a9a-4ae5aa3cebc6,2023-01-17,23,200000,MORTGAGE,7.0,EDUCATION,A,28000,,0,0.14,N,2,train
2dd0fb50-a9a6-4511-a4c4-7b4acee4d33f,2023-01-17,21,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,25000,13.99,0,0.13,N,2,train
078350ab-5309-4754-95d9-633dc9691032,2023-01-17,24,200000,MORTGAGE,3.0,VENTURE,A,24000,7.49,0,0.12,N,4,train
